creator,genre,topic_id,n,share,label,political
@AssociatedPress,videos,221,27,0.004845656855707107,Dolly Parton Tribute and Legacy,False
@AssociatedPress,videos,222,3,0.0005384063173007897,Political Podcasts and Influencers,True
@AssociatedPress,videos,223,22,0.003948312993539124,Yearly Predictions and Reviews,False
@AssociatedPress,videos,224,3,0.0005384063173007897,Political Media Broadcasters,True
@AssociatedPress,videos,225,102,0.01830581478822685,Nepal Floods and Rescue Efforts,False
@AssociatedPress,videos,226,4,0.0007178750897343862,Trump Approval Ratings Hit Lows,True
@AssociatedPress,videos,227,8,0.0014357501794687725,Fast Food and Political Issues,True
@AssociatedPress,videos,228,1,0.00017946877243359656,Political media responses and announcements,True
@AssociatedPress,videos,229,36,0.006460875807609476,US-Iran Peace Talks in Pakistan,True
@AssociatedPress,videos,230,3,0.0005384063173007897,Marjorie Taylor Greene Exposes Trump,True
@AssociatedPress,videos,231,16,0.002871500358937545,College Sports and NIL Controversies,False
@AssociatedPress,videos,232,15,0.0026920315865039484,Political Conferences and Festivals 2026,True
@AssociatedPress,videos,233,2,0.0003589375448671931,MMA and Combat Sports,False
@AssociatedPress,videos,234,6,0.0010768126346015793,Antifa and Political Violence,True
@AssociatedPress,videos,235,25,0.004486719310839914,Kennedy Center and Trump Name Removal,True
@BBCNews,videos,0,419,0.17172131147540984,Iran War and Strait of Hormuz Tensions,True
@BBCNews,videos,1,2,0.000819672131147541,Shocking Events and Reactions,True
@BBCNews,videos,2,59,0.02418032786885246,Israel-Palestine Conflict Media,True
@BBCNews,videos,3,12,0.004918032786885246,ICE Protests and Shootings,True
@BBCNews,videos,4,170,0.06967213114754098,Ukraine-Russia War and Political Figures,True
@BBCNews,videos,5,1,0.0004098360655737705,Trump Supreme Court Legal Issues,True
@BBCNews,videos,6,45,0.018442622950819672,Trump and China political relations,True
@BBCNews,videos,7,37,0.015163934426229509,Trump vs Maduro Venezuela Conflict,True
@BBCNews,videos,8,33,0.013524590163934426,Epstein Files Political Connections,True
@BBCNews,videos,9,51,0.020901639344262295,AI and Political Concerns,True
@BBCNews,videos,10,1,0.0004098360655737705,Zohran Mamdani and NYC Politics,True
@BBCNews,videos,11,27,0.011065573770491803,Hollywood and Oscars Politics,True
@BBCNews,videos,12,8,0.003278688524590164,Canada-US Political Tensions,True
@BBCNews,videos,13,8,0.003278688524590164,Modern Women and Feminism Debate,True
@BBCNews,videos,14,2,0.000819672131147541,Pete Hegseth and Iran War,True
@BBCNews,videos,15,4,0.001639344262295082,Charlie Kirk murder trial,True
@BBCNews,videos,16,4,0.001639344262295082,California Election Fraud Scandal,True
@BBCNews,videos,17,7,0.0028688524590163933,2026 Midterm Election Predictions,True
@BBCNews,videos,18,17,0.0069672131147540985,Lindsay Clancy Murder Trial,False
@BBCNews,videos,19,6,0.002459016393442623,America's 250th Anniversary and Founding History,True
@BBCNews,videos,20,9,0.0036885245901639345,Indian Politics and Parliament,True
@BBCNews,videos,21,2,0.000819672131147541,Trump and Epstein Files Scandal,True
@BBCNews,videos,22,4,0.001639344262295082,Christian Nationalism and Politics,True
@BBCNews,videos,23,1,0.0004098360655737705,Tucker Carlson Political Commentary,True
@BBCNews,videos,24,1,0.0004098360655737705,Trump Meltdowns and Collapses,True
@BBCNews,videos,25,5,0.0020491803278688526,Immigration and Deportation Policies,True
@BBCNews,videos,26,12,0.004918032786885246,White House Correspondents Dinner Shooting,True
@BBCNews,videos,27,36,0.014754098360655738,Trump and Greenland politics,True
@BBCNews,videos,28,67,0.02745901639344262,UK PM Keir Starmer Resignation Calls,True
@BBCNews,videos,29,15,0.006147540983606557,Cuba-US Political Tensions,True
@BBCNews,videos,31,1,0.0004098360655737705,Candace Owens and Erika Kirk Controversy,True
@BBCNews,videos,32,30,0.012295081967213115,Artemis II Moon Mission Updates,False
@BBCNews,videos,33,8,0.003278688524590164,Elon Musk and Political Influence,True
@BBCNews,videos,35,3,0.0012295081967213116,Lindsey Graham's Funeral and Legacy,True
@BBCNews,videos,36,2,0.000819672131147541,JD Vance and Trump Political Conflict,True
@BBCNews,videos,38,60,0.02459016393442623,Israel-Lebanon Conflict and Ceasefire Talks,True
@BBCNews,videos,39,12,0.004918032786885246,Trump and Rising Energy Prices,True
@BBCNews,videos,40,4,0.001639344262295082,Trump's speeches and events,True
@BBCNews,videos,41,14,0.005737704918032787,Big Pharma and Health Scams,True
@BBCNews,videos,42,14,0.005737704918032787,War and Military Analysis,True
@BBCNews,videos,43,10,0.004098360655737705,Trump slush fund scandal,True
@BBCNews,videos,44,2,0.000819672131147541,Trump State of the Union Address,True
@BBCNews,videos,46,2,0.000819672131147541,MAGA Movement Decline,True
@BBCNews,videos,47,11,0.004508196721311476,UFO Government Disclosure,True
@BBCNews,videos,48,2,0.000819672131147541,Hasanabi Reacts to Hasan,True
@BBCNews,videos,49,3,0.0012295081967213116,Race and Politics in Media,True
@BBCNews,videos,50,1,0.0004098360655737705,Texas Senate race and political figures,True
@BBCNews,videos,51,7,0.0028688524590163933,Minneapolis political unrest and federal response,True
@BBCNews,videos,52,2,0.000819672131147541,Fauci Senate Testimony Controversy,True
@BBCNews,videos,53,1,0.0004098360655737705,Graham Platner Senate Race Allegations,True
@BBCNews,videos,54,1,0.0004098360655737705,Destiny and Ethan Klein debates,False
@BBCNews,videos,55,65,0.02663934426229508,UK politics and Reform UK,True
@BBCNews,videos,56,11,0.004508196721311476,Nancy Guthrie Disappearance Investigation,False
@BBCNews,videos,57,3,0.0012295081967213116,Supreme Court and Birthright Citizenship,True
@BBCNews,videos,59,1,0.0004098360655737705,Iran Conflict and Political Updates,True
@BBCNews,videos,60,5,0.0020491803278688526,Trump's War and Draft,True
@BBCNews,videos,61,1,0.0004098360655737705,Gavin Newsom Political Controversies,True
@BBCNews,videos,62,4,0.001639344262295082,Trump Resignation and Leaks,True
@BBCNews,videos,64,2,0.000819672131147541,Transgender Rights and Politics,True
@BBCNews,videos,65,51,0.020901639344262295,Climate and Weather Politics,True
@BBCNews,videos,67,3,0.0012295081967213116,Trump's Economic Impact,True
@BBCNews,videos,68,6,0.002459016393442623,9/11 Remembered 25 Years Later,True
@BBCNews,videos,70,6,0.002459016393442623,Karmelo Anthony Trial Verdict,True
@BBCNews,videos,71,6,0.002459016393442623,Marco Rubio Testifies on Iran War,True
@BBCNews,videos,72,39,0.015983606557377048,Trump and FIFA World Cup controversy,True
@BBCNews,videos,73,2,0.000819672131147541,Left Wing Political Violence,True
@BBCNews,videos,75,10,0.004098360655737705,Brown University Mass Shooting,False
@BBCNews,videos,78,20,0.00819672131147541,Covid Vaccine Controversy,True
@BBCNews,videos,79,1,0.0004098360655737705,Brian Shapiro vs MAGA Callers Debate,True
@BBCNews,videos,82,48,0.019672131147540985,Wildfires and Firefighters Response,False
@BBCNews,videos,83,3,0.0012295081967213116,AI Data Centers and Political Debate,True
@BBCNews,videos,85,1,0.0004098360655737705,Political Media and Trump Controversies,True
@BBCNews,videos,87,8,0.003278688524590164,California fraud investigation,True
@BBCNews,videos,89,1,0.0004098360655737705,Kash Patel and FBI Controversies,True
@BBCNews,videos,90,6,0.002459016393442623,Marc Lamont Hill and Joe Budden Podcast Controversy,True
@BBCNews,videos,91,21,0.00860655737704918,Trump and NATO Relations,True
@BBCNews,videos,93,8,0.003278688524590164,Olympics and Team USA Politics,True
@BBCNews,videos,94,1,0.0004098360655737705,Abdul El-Sayed Senate Primary Victory,True
@BBCNews,videos,95,14,0.005737704918032787,Tech Business and Startups,False
@BBCNews,videos,96,14,0.005737704918032787,Supreme Court and Trump Tariffs,True
@BBCNews,videos,97,1,0.0004098360655737705,Healthcare Affordability and Policy,True
@BBCNews,videos,98,7,0.0028688524590163933,JLP Weekly Series,False
@BBCNews,videos,99,12,0.004918032786885246,Abortion and Pregnancy Policies,True
@BBCNews,videos,100,3,0.0012295081967213116,Media and Journalism Critique,True
@BBCNews,videos,101,1,0.0004098360655737705,Trump UFC White House Event,True
@BBCNews,videos,102,1,0.0004098360655737705,Political Media Figures,True
@BBCNews,videos,106,2,0.000819672131147541,Hasan Piker and Political Smear Campaigns,True
@BBCNews,videos,107,1,0.0004098360655737705,AOC on the World Stage,True
@BBCNews,videos,109,1,0.0004098360655737705,FBA and African Refugee Issues,True
@BBCNews,videos,111,1,0.0004098360655737705,HasanAbi 2026 Schedule,False
@BBCNews,videos,113,3,0.0012295081967213116,Trump's Health Concerns,True
@BBCNews,videos,114,10,0.004098360655737705,Education and Schools in Political Context,True
@BBCNews,videos,115,2,0.000819672131147541,PM Modi and BRICS Diplomacy,True
@BBCNews,videos,116,11,0.004508196721311476,TikTok Censorship and Politics,True
@BBCNews,videos,118,1,0.0004098360655737705,Federal Reserve Chair Kevin Warsh and Interest Rates,True
@BBCNews,videos,119,54,0.022131147540983605,UK Prime Minister Andy Burnham,True
@BBCNews,videos,121,5,0.0020491803278688526,Rev Jesse Jackson and Civil Rights Legacy,True
@BBCNews,videos,122,30,0.012295081967213115,King Charles III and Trump interactions,True
@BBCNews,videos,123,1,0.0004098360655737705,Wealth Tax and Billionaires,True
@BBCNews,videos,124,9,0.0036885245901639345,JD Vance and Iran negotiations,True
@BBCNews,videos,125,12,0.004918032786885246,Walmart Shoplifting and Police Incidents,False
@BBCNews,videos,127,1,0.0004098360655737705,Melania Trump Conspiracy Theories,True
@BBCNews,videos,128,5,0.0020491803278688526,Gen Z and Boomers Political Apathy,True
@BBCNews,videos,129,1,0.0004098360655737705,Megyn Kelly and Political Media,True
@BBCNews,videos,130,4,0.001639344262295082,Hillary Clinton Epstein Testimony,True
@BBCNews,videos,131,58,0.023770491803278688,UK Political Chaos and Government Issues,True
@BBCNews,videos,132,10,0.004098360655737705,Political Podcasts and Commentary,True
@BBCNews,videos,133,2,0.000819672131147541,Gold and Central Banks in Economy,True
@BBCNews,videos,134,7,0.0028688524590163933,Piers Morgan and Guests on Political Topics,True
@BBCNews,videos,135,2,0.000819672131147541,Political War Room and Figures,True
@BBCNews,videos,136,5,0.0020491803278688526,Trump Midterm Election Rigging,True
@BBCNews,videos,138,41,0.01680327868852459,Venezuela Earthquake Disaster,False
@BBCNews,videos,140,6,0.002459016393442623,Crypto and Politics Scandal,True
@BBCNews,videos,142,3,0.0012295081967213116,Transgender Athletes in Women's Sports,True
@BBCNews,videos,144,2,0.000819672131147541,Myron's Critique of Modern Dating and Feminism,True
@BBCNews,videos,145,2,0.000819672131147541,Trump Ballroom Construction Controversy,True
@BBCNews,videos,146,21,0.00860655737704918,Sudan Civil War and Africa Politics,True
@BBCNews,videos,147,1,0.0004098360655737705,SPLC Indictment and Hate Groups,True
@BBCNews,videos,148,6,0.002459016393442623,2026 World Cup,False
@BBCNews,videos,149,9,0.0036885245901639345,Mexico Cartel Violence,True
@BBCNews,videos,150,3,0.0012295081967213116,Super Bowl Halftime Show Controversy,True
@BBCNews,videos,152,25,0.010245901639344262,LaGuardia Plane Crash Investigation,False
@BBCNews,videos,153,1,0.0004098360655737705,Members Only Show,True
@BBCNews,videos,154,9,0.0036885245901639345,Anti-Trump Protests and Riots,True
@BBCNews,videos,156,2,0.000819672131147541,Kamala Harris 2028 Election Speculation,True
@BBCNews,videos,157,2,0.000819672131147541,Melania Trump Events and Participation,True
@BBCNews,videos,158,8,0.003278688524590164,India's Muslims and Political Parties,True
@BBCNews,videos,159,3,0.0012295081967213116,No Kings Protests Movement,True
@BBCNews,videos,160,10,0.004098360655737705,Ceuta Migration Crisis,True
@BBCNews,videos,164,5,0.0020491803278688526,Winter Storm Impact on US,False
@BBCNews,videos,165,2,0.000819672131147541,Alex Pretti Shooting and Federal Agents,True
@BBCNews,videos,168,10,0.004098360655737705,Spirit Airlines shutdown and airline industry impact,False
@BBCNews,videos,169,3,0.0012295081967213116,Rob Reiner murder and political backlash,True
@BBCNews,videos,170,9,0.0036885245901639345,Bondi Beach Terror Attack,True
@BBCNews,videos,171,4,0.001639344262295082,Andrew Tate Arrest and Legal Issues,True
@BBCNews,videos,172,8,0.003278688524590164,G7 Summit and Macron-Trump Bilateral Meetings,True
@BBCNews,videos,173,31,0.012704918032786885,Hantavirus outbreak on cruise ship,False
@BBCNews,videos,176,3,0.0012295081967213116,Trump inflation crisis,True
@BBCNews,videos,179,7,0.0028688524590163933,Trump feud with Pope Leo,True
@BBCNews,videos,180,5,0.0020491803278688526,Trump and American Farmers,True
@BBCNews,videos,181,1,0.0004098360655737705,Bari Weiss and CBS News Controversy,True
@BBCNews,videos,182,4,0.001639344262295082,MAGA backlash over Iran war,True
@BBCNews,videos,184,2,0.000819672131147541,Housing Policy and Politics,True
@BBCNews,videos,187,1,0.0004098360655737705,Comedy and Cultural Debate,True
@BBCNews,videos,188,7,0.0028688524590163933,NYC Terror Plot Exposures,True
@BBCNews,videos,191,4,0.001639344262295082,Political Commentary and Interviews,True
@BBCNews,videos,192,3,0.0012295081967213116,Christmas and Trump,True
@BBCNews,videos,196,25,0.010245901639344262,Belfast riots and anti-migrant unrest,True
@BBCNews,videos,197,8,0.003278688524590164,Marijuana Policy and Politics,True
@BBCNews,videos,198,3,0.0012295081967213116,Woke Culture and Political Discourse,True
@BBCNews,videos,199,42,0.01721311475409836,Iran War and Energy Market Impact,True
@BBCNews,videos,200,24,0.009836065573770493,Prince Andrew Epstein Arrest,True
@BBCNews,videos,202,2,0.000819672131147541,Save American Democracy,True
@BBCNews,videos,203,24,0.009836065573770493,Trump Iran War Briefings,True
@BBCNews,videos,204,2,0.000819672131147541,Political Talk Show Drama,True
@BBCNews,videos,206,6,0.002459016393442623,FBI and Jan 6 Pipe Bomb Case,True
@BBCNews,videos,208,1,0.0004098360655737705,Comey Indictment by DOJ,True
@BBCNews,videos,209,37,0.015163934426229509,Social Media and Teen Addiction Lawsuits,True
@BBCNews,videos,212,3,0.0012295081967213116,Melania Trump and Epstein Scandal,True
@BBCNews,videos,213,11,0.004508196721311476,San Diego Mosque Shooting,True
@BBCNews,videos,216,5,0.0020491803278688526,Tupac Murder Trial,True
@BBCNews,videos,217,2,0.000819672131147541,Trump's Unwise Actions and Mistakes,True
@BBCNews,videos,218,4,0.001639344262295082,Epstein Files and Trump DOJ,True
@BBCNews,videos,219,1,0.0004098360655737705,Trump signing executive orders,True
@BBCNews,videos,220,3,0.0012295081967213116,British Islamophobia and Political Tensions,True
@BBCNews,videos,221,8,0.003278688524590164,Dolly Parton Tribute and Legacy,False
@BBCNews,videos,222,7,0.0028688524590163933,Political Podcasts and Influencers,True
@BBCNews,videos,223,5,0.0020491803278688526,Yearly Predictions and Reviews,False
@BBCNews,videos,225,27,0.011065573770491803,Nepal Floods and Rescue Efforts,False
@BBCNews,videos,226,3,0.0012295081967213116,Trump Approval Ratings Hit Lows,True
@BBCNews,videos,227,3,0.0012295081967213116,Fast Food and Political Issues,True
@BBCNews,videos,229,31,0.012704918032786885,US-Iran Peace Talks in Pakistan,True
@BBCNews,videos,231,6,0.002459016393442623,College Sports and NIL Controversies,False
@BBCNews,videos,232,2,0.000819672131147541,Political Conferences and Festivals 2026,True
@BBCNews,videos,233,2,0.000819672131147541,MMA and Combat Sports,False
@BBCNews,videos,234,1,0.0004098360655737705,Antifa and Political Violence,True
@BadEmpanadaLive,streams,224,1,1.0,Political Media Broadcasters,True
@BadEmpanadaLive,videos,0,17,0.05704697986577181,Iran War and Strait of Hormuz Tensions,True
@BadEmpanadaLive,videos,1,5,0.016778523489932886,Shocking Events and Reactions,True
@BadEmpanadaLive,videos,2,72,0.24161073825503357,Israel-Palestine Conflict Media,True
@BadEmpanadaLive,videos,3,3,0.010067114093959731,ICE Protests and Shootings,True
@BadEmpanadaLive,videos,4,2,0.006711409395973154,Ukraine-Russia War and Political Figures,True
@BadEmpanadaLive,videos,6,2,0.006711409395973154,Trump and China political relations,True
@BadEmpanadaLive,videos,7,17,0.05704697986577181,Trump vs Maduro Venezuela Conflict,True
@BadEmpanadaLive,videos,8,5,0.016778523489932886,Epstein Files Political Connections,True
@BadEmpanadaLive,videos,9,6,0.020134228187919462,AI and Political Concerns,True
@BadEmpanadaLive,videos,10,1,0.003355704697986577,Zohran Mamdani and NYC Politics,True
@BadEmpanadaLive,videos,15,1,0.003355704697986577,Charlie Kirk murder trial,True
@BadEmpanadaLive,videos,16,1,0.003355704697986577,California Election Fraud Scandal,True
@BadEmpanadaLive,videos,17,1,0.003355704697986577,2026 Midterm Election Predictions,True
@BadEmpanadaLive,videos,19,3,0.010067114093959731,America's 250th Anniversary and Founding History,True
@BadEmpanadaLive,videos,21,1,0.003355704697986577,Trump and Epstein Files Scandal,True
@BadEmpanadaLive,videos,23,2,0.006711409395973154,Tucker Carlson Political Commentary,True
@BadEmpanadaLive,videos,25,3,0.010067114093959731,Immigration and Deportation Policies,True
@BadEmpanadaLive,videos,27,1,0.003355704697986577,Trump and Greenland politics,True
@BadEmpanadaLive,videos,29,24,0.08053691275167785,Cuba-US Political Tensions,True
@BadEmpanadaLive,videos,37,5,0.016778523489932886,Islam and Political Discourse,True
@BadEmpanadaLive,videos,38,1,0.003355704697986577,Israel-Lebanon Conflict and Ceasefire Talks,True
@BadEmpanadaLive,videos,41,3,0.010067114093959731,Big Pharma and Health Scams,True
@BadEmpanadaLive,videos,42,7,0.02348993288590604,War and Military Analysis,True
@BadEmpanadaLive,videos,43,1,0.003355704697986577,Trump slush fund scandal,True
@BadEmpanadaLive,videos,47,2,0.006711409395973154,UFO Government Disclosure,True
@BadEmpanadaLive,videos,48,1,0.003355704697986577,Hasanabi Reacts to Hasan,True
@BadEmpanadaLive,videos,49,9,0.030201342281879196,Race and Politics in Media,True
@BadEmpanadaLive,videos,53,8,0.026845637583892617,Graham Platner Senate Race Allegations,True
@BadEmpanadaLive,videos,54,5,0.016778523489932886,Destiny and Ethan Klein debates,False
@BadEmpanadaLive,videos,55,2,0.006711409395973154,UK politics and Reform UK,True
@BadEmpanadaLive,videos,57,1,0.003355704697986577,Supreme Court and Birthright Citizenship,True
@BadEmpanadaLive,videos,62,1,0.003355704697986577,Trump Resignation and Leaks,True
@BadEmpanadaLive,videos,64,1,0.003355704697986577,Transgender Rights and Politics,True
@BadEmpanadaLive,videos,65,1,0.003355704697986577,Climate and Weather Politics,True
@BadEmpanadaLive,videos,70,1,0.003355704697986577,Karmelo Anthony Trial Verdict,True
@BadEmpanadaLive,videos,71,1,0.003355704697986577,Marco Rubio Testifies on Iran War,True
@BadEmpanadaLive,videos,72,3,0.010067114093959731,Trump and FIFA World Cup controversy,True
@BadEmpanadaLive,videos,73,6,0.020134228187919462,Left Wing Political Violence,True
@BadEmpanadaLive,videos,74,1,0.003355704697986577,2026 US Primary Elections,True
@BadEmpanadaLive,videos,77,1,0.003355704697986577,Socialism and Democratic Party Conflict,True
@BadEmpanadaLive,videos,78,1,0.003355704697986577,Covid Vaccine Controversy,True
@BadEmpanadaLive,videos,86,1,0.003355704697986577,Sneako and Political Interviews,True
@BadEmpanadaLive,videos,91,1,0.003355704697986577,Trump and NATO Relations,True
@BadEmpanadaLive,videos,98,3,0.010067114093959731,JLP Weekly Series,False
@BadEmpanadaLive,videos,99,1,0.003355704697986577,Abortion and Pregnancy Policies,True
@BadEmpanadaLive,videos,102,3,0.010067114093959731,Political Media Figures,True
@BadEmpanadaLive,videos,106,7,0.02348993288590604,Hasan Piker and Political Smear Campaigns,True
@BadEmpanadaLive,videos,107,1,0.003355704697986577,AOC on the World Stage,True
@BadEmpanadaLive,videos,109,1,0.003355704697986577,FBA and African Refugee Issues,True
@BadEmpanadaLive,videos,114,2,0.006711409395973154,Education and Schools in Political Context,True
@BadEmpanadaLive,videos,116,1,0.003355704697986577,TikTok Censorship and Politics,True
@BadEmpanadaLive,videos,123,1,0.003355704697986577,Wealth Tax and Billionaires,True
@BadEmpanadaLive,videos,128,1,0.003355704697986577,Gen Z and Boomers Political Apathy,True
@BadEmpanadaLive,videos,131,1,0.003355704697986577,UK Political Chaos and Government Issues,True
@BadEmpanadaLive,videos,138,2,0.006711409395973154,Venezuela Earthquake Disaster,False
@BadEmpanadaLive,videos,140,2,0.006711409395973154,Crypto and Politics Scandal,True
@BadEmpanadaLive,videos,146,2,0.006711409395973154,Sudan Civil War and Africa Politics,True
@BadEmpanadaLive,videos,154,2,0.006711409395973154,Anti-Trump Protests and Riots,True
@BadEmpanadaLive,videos,155,3,0.010067114093959731,Ben Shapiro and Political Commentary,True
@BadEmpanadaLive,videos,156,1,0.003355704697986577,Kamala Harris 2028 Election Speculation,True
@BadEmpanadaLive,videos,159,1,0.003355704697986577,No Kings Protests Movement,True
@BadEmpanadaLive,videos,160,2,0.006711409395973154,Ceuta Migration Crisis,True
@BadEmpanadaLive,videos,170,4,0.013422818791946308,Bondi Beach Terror Attack,True
@BadEmpanadaLive,videos,180,2,0.006711409395973154,Trump and American Farmers,True
@BadEmpanadaLive,videos,188,1,0.003355704697986577,NYC Terror Plot Exposures,True
@BadEmpanadaLive,videos,189,2,0.006711409395973154,Trump Leverage and Political Strategy,True
@BadEmpanadaLive,videos,191,2,0.006711409395973154,Political Commentary and Interviews,True
@BadEmpanadaLive,videos,193,1,0.003355704697986577,DSA and Democratic Party Conflict,True
@BadEmpanadaLive,videos,197,1,0.003355704697986577,Marijuana Policy and Politics,True
@BadEmpanadaLive,videos,198,2,0.006711409395973154,Woke Culture and Political Discourse,True
@BadEmpanadaLive,videos,200,1,0.003355704697986577,Prince Andrew Epstein Arrest,True
@BadEmpanadaLive,videos,204,1,0.003355704697986577,Political Talk Show Drama,True
@BadEmpanadaLive,videos,205,1,0.003355704697986577,Nick Fuentes and Political Controversies,True
@BadEmpanadaLive,videos,206,1,0.003355704697986577,FBI and Jan 6 Pipe Bomb Case,True
@BadEmpanadaLive,videos,209,1,0.003355704697986577,Social Media and Teen Addiction Lawsuits,True
@BadEmpanadaLive,videos,217,1,0.003355704697986577,Trump's Unwise Actions and Mistakes,True
@BadEmpanadaLive,videos,220,2,0.006711409395973154,British Islamophobia and Political Tensions,True
@BadEmpanadaLive,videos,222,1,0.003355704697986577,Political Podcasts and Influencers,True
@BadEmpanadaLive,videos,227,2,0.006711409395973154,Fast Food and Political Issues,True
@BadEmpanadaLive,videos,229,1,0.003355704697986577,US-Iran Peace Talks in Pakistan,True
@BadEmpanadaLive,videos,233,1,0.003355704697986577,MMA and Combat Sports,False
@BadEmpanadaLive,videos,234,2,0.006711409395973154,Antifa and Political Violence,True
@BadFaithPodcast,streams,158,1,1.0,India's Muslims and Political Parties,True
@BadFaithPodcast,videos,0,1,0.012345679012345678,Iran War and Strait of Hormuz Tensions,True
@BadFaithPodcast,videos,2,14,0.1728395061728395,Israel-Palestine Conflict Media,True
@BadFaithPodcast,videos,3,3,0.037037037037037035,ICE Protests and Shootings,True
@BadFaithPodcast,videos,7,1,0.012345679012345678,Trump vs Maduro Venezuela Conflict,True
@BadFaithPodcast,videos,8,5,0.06172839506172839,Epstein Files Political Connections,True
@BadFaithPodcast,videos,9,3,0.037037037037037035,AI and Political Concerns,True
@BadFaithPodcast,videos,10,1,0.012345679012345678,Zohran Mamdani and NYC Politics,True
@BadFaithPodcast,videos,11,1,0.012345679012345678,Hollywood and Oscars Politics,True
@BadFaithPodcast,videos,13,2,0.024691358024691357,Modern Women and Feminism Debate,True
@BadFaithPodcast,videos,16,1,0.012345679012345678,California Election Fraud Scandal,True
@BadFaithPodcast,videos,17,1,0.012345679012345678,2026 Midterm Election Predictions,True
@BadFaithPodcast,videos,19,1,0.012345679012345678,America's 250th Anniversary and Founding History,True
@BadFaithPodcast,videos,23,3,0.037037037037037035,Tucker Carlson Political Commentary,True
@BadFaithPodcast,videos,31,1,0.012345679012345678,Candace Owens and Erika Kirk Controversy,True
@BadFaithPodcast,videos,49,2,0.024691358024691357,Race and Politics in Media,True
@BadFaithPodcast,videos,53,2,0.024691358024691357,Graham Platner Senate Race Allegations,True
@BadFaithPodcast,videos,55,1,0.012345679012345678,UK politics and Reform UK,True
@BadFaithPodcast,videos,64,2,0.024691358024691357,Transgender Rights and Politics,True
@BadFaithPodcast,videos,65,1,0.012345679012345678,Climate and Weather Politics,True
@BadFaithPodcast,videos,73,7,0.08641975308641975,Left Wing Political Violence,True
@BadFaithPodcast,videos,77,4,0.04938271604938271,Socialism and Democratic Party Conflict,True
@BadFaithPodcast,videos,79,2,0.024691358024691357,Brian Shapiro vs MAGA Callers Debate,True
@BadFaithPodcast,videos,80,1,0.012345679012345678,Black Voting Rights and Political Representation,True
@BadFaithPodcast,videos,94,1,0.012345679012345678,Abdul El-Sayed Senate Primary Victory,True
@BadFaithPodcast,videos,95,1,0.012345679012345678,Tech Business and Startups,False
@BadFaithPodcast,videos,103,1,0.012345679012345678,Hunter Biden and Joe Biden controversies,True
@BadFaithPodcast,videos,107,1,0.012345679012345678,AOC on the World Stage,True
@BadFaithPodcast,videos,116,1,0.012345679012345678,TikTok Censorship and Politics,True
@BadFaithPodcast,videos,121,1,0.012345679012345678,Rev Jesse Jackson and Civil Rights Legacy,True
@BadFaithPodcast,videos,134,1,0.012345679012345678,Piers Morgan and Guests on Political Topics,True
@BadFaithPodcast,videos,147,1,0.012345679012345678,SPLC Indictment and Hate Groups,True
@BadFaithPodcast,videos,155,1,0.012345679012345678,Ben Shapiro and Political Commentary,True
@BadFaithPodcast,videos,156,1,0.012345679012345678,Kamala Harris 2028 Election Speculation,True
@BadFaithPodcast,videos,174,1,0.012345679012345678,Knicks NBA Finals and Trump controversies,True
@BadFaithPodcast,videos,181,1,0.012345679012345678,Bari Weiss and CBS News Controversy,True
@BadFaithPodcast,videos,191,2,0.024691358024691357,Political Commentary and Interviews,True
@BadFaithPodcast,videos,193,3,0.037037037037037035,DSA and Democratic Party Conflict,True
@BadFaithPodcast,videos,198,2,0.024691358024691357,Woke Culture and Political Discourse,True
@BadFaithPodcast,videos,222,1,0.012345679012345678,Political Podcasts and Influencers,True
@BadFaithPodcast,videos,233,1,0.012345679012345678,MMA and Combat Sports,False
@BelleRanch,videos,0,78,0.0948905109489051,Iran War and Strait of Hormuz Tensions,True
@BelleRanch,videos,3,1,0.0012165450121654502,ICE Protests and Shootings,True
@BelleRanch,videos,4,12,0.014598540145985401,Ukraine-Russia War and Political Figures,True
@BelleRanch,videos,5,11,0.01338199513381995,Trump Supreme Court Legal Issues,True
@BelleRanch,videos,6,16,0.019464720194647202,Trump and China political relations,True
@BelleRanch,videos,7,8,0.009732360097323601,Trump vs Maduro Venezuela Conflict,True
@BelleRanch,videos,9,2,0.0024330900243309003,AI and Political Concerns,True
@BelleRanch,videos,12,31,0.037712895377128956,Canada-US Political Tensions,True
@BelleRanch,videos,14,21,0.025547445255474453,Pete Hegseth and Iran War,True
@BelleRanch,videos,16,4,0.004866180048661801,California Election Fraud Scandal,True
@BelleRanch,videos,17,25,0.030413625304136254,2026 Midterm Election Predictions,True
@BelleRanch,videos,19,5,0.006082725060827251,America's 250th Anniversary and Founding History,True
@BelleRanch,videos,21,4,0.004866180048661801,Trump and Epstein Files Scandal,True
@BelleRanch,videos,22,2,0.0024330900243309003,Christian Nationalism and Politics,True
@BelleRanch,videos,23,3,0.0036496350364963502,Tucker Carlson Political Commentary,True
@BelleRanch,videos,24,5,0.006082725060827251,Trump Meltdowns and Collapses,True
@BelleRanch,videos,25,2,0.0024330900243309003,Immigration and Deportation Policies,True
@BelleRanch,videos,27,27,0.032846715328467155,Trump and Greenland politics,True
@BelleRanch,videos,29,2,0.0024330900243309003,Cuba-US Political Tensions,True
@BelleRanch,videos,30,2,0.0024330900243309003,Pam Bondi and Epstein Files Scandal,True
@BelleRanch,videos,35,4,0.004866180048661801,Lindsey Graham's Funeral and Legacy,True
@BelleRanch,videos,36,3,0.0036496350364963502,JD Vance and Trump Political Conflict,True
